paper,section_name,nchar,text,journal
110 hines jgrb17158.pdf,results,25598,"Results [ ] We begin by presenting a reference model, which 35 includes the best estimate of olivine rheology from laboratory experiments, including the effects of plastic yielding, and is consistent with the viscosity structure used in recent dynamical models of subduction [e.g., Billen and Hirth , z 2007; CÃ­ kovÃ¡ et al. , 2002; Jadamec and Billen , 2010]. The reference model is compared to models with simpler vis- cosity structures (layered viscosity, temperature-dependent, and composite vis",Journal of Geophysical Research
110 hines jgrb17158.pdf,discussion,4059,"Discussion [ ] Using the geoid as a constraint on mantle viscosity 60 structure has always been limited by incomplete information about the buoyancy forces in the mantle and the difficulty in observing dynamic topography. In using a synthetic sub- duction zone to test the sensitivity of the geoid (and dynamic topography) to changes in the viscosity structure, we have avoided these uncertainties. Our results confirm that mode- coupling induced by LVV does indeed affect the magnitude of the geoid ",Journal of Geophysical Research
110 hines jgrb17158.pdf,conclusions,2436,"Conclusions [ ] Using an idealized 3-D model of a subduction zone we 65 have investigated the sensitivity of the geoid to changes in the viscosity structure including the effects of a plate boundary weak zone, temperature-dependent viscosity, composite vis- cosity, and plastic yielding. By analyzing the profiles of dynamic topography and geoid, as well as the spectral response of the geoid, we have shown how different LVVs affect mode coupling and change the character of the geoid. [ ] We find t",Journal of Geophysical Research
110 hines jgrb17158.pdf,references,7246,"References Alisic, L., M. Gurnis, G. Stadler, C. Burstedde, L. C. Wilcox, and O. Ghattas (2010), Slab stress and strain rate constraining global mantle flow, Geophys. Res. Lett. , 37 , L22308, doi:10.1029/2010GL045312. Andrews, E. R., and M. I. Billen (2009), Rheologic controls on the dynam- Â­ ics of slab detachment, Tectonophysics , 464 ,60 69, doi:10.1016/j. tecto.2007.09.004. Becker, T. W. (2006), On the effect of temperature and strain-rate dependent viscosity on global mantle flow, net rot",Journal of Geophysical Research
110 hines jgrb17158.pdf,x.other.,1727,"Sensitivity of the short- to intermediate-wavelength geoid to rheologic structure in subduction zones 1 1 Joy M. Hines and Magali I. Billen Received 27 October 2011; revised 21 February 2012; accepted 1 April 2012; published 15 May 2012. The rheologic structure of subduction zones determines how the negative buoyancy [ ] 1 of sinking lithosphere (slabs) couples to the surface to cause surface deformation and plate motion. However, the rheologic structures determined using different methods are i",Journal of Geophysical Research
122 jadamec jgrb16995.pdf,introduction,1213,"Introduction [ ] Plate boundaries are inherently three-dimensional (3D) 2 tectonic features with variations in geometry and physical properties along their length [ Jarrard , 1986; Gudmundsson and Sambridge , 1998; Bird , 2003; Lallemand et al. , 2005; Sdrolias and Muller , 2006; Syracuse and Abers , 2006; Rychert et al. , 2008]. For example, subduction zones have significant changes in slab dip along strike, including flat slab segments, as in the eastern Alaska subduction zone, the Peru-Chile ",Journal of Geophysical Research
122 jadamec jgrb16995.pdf,b02304,6332,"B02304 doi:10.1029/2011JB008563 , 2012 formed by the intersection of a subduction zone with a transform fault occur in eastern Alaska, the northern Kuril- Kamchatka subduction zone, the southernmost Mariana trench near the Yap trench, the northern Tonga trench, and the north and south boundaries of the Antilles and the Scotia subduction zones [ Gudmundsson and Sambridge , 1998; Bird , 2003]. Subduction-transform intersections also occur in non-corner geometries, as in the termination of the Ker-",Journal of Geophysical Research
122 jadamec jgrb16995.pdf,alaskan.subduction.transform.boundary,2149,"Alaskan Subduction-Transform Boundary [ ] The Aleutian-Alaska subduction zone accommodates 7 convergence between the northernmost Pacific plate and the Alaskan part of the North American plate (Figure 1). The subduction zone length is greater than 3000 km, and along this length the sense of curvature changes from convex to the south in the central Aleutians to convex to the north in south central Alaska [ Page et al. , 1989; Gudmundsson and Sambridge , 1998; Ratchkovski and Hansen , 2002; Bird ,",Journal of Geophysical Research
122 jadamec jgrb16995.pdf,methodology,32988,"Methodology [ ] We present eighteen 3D numerical fluid dynamics 9 experiments of the subduction-transform plate boundary system in southern Alaska, in which we varied the viscosity structure (Newtonian versus composite viscosity), the sub- ducting plate geometry (slab versus slab ), the yield E 325 E 115 c(""stress ("", ""s"", ""y"", ""), the plate boundary coupling ("", ""h"", ""wk"", ""), and the ther-"", ""mal structure (Table 1). Because the approach taken here is"", ""to model a regional plate boundary, it ",Journal of Geophysical Research
122 jadamec jgrb16995.pdf,results,22813,"Results [ ] We present results based on eighteen 3D models in 37 which we varied the subducting plate geometry, upper mantle viscosity structure (Newtonian versus composite viscosity), yield stress, plate boundary coupling, and the overriding plate lithospheric thickness (Table 1). When describing the models, we refer to the viscosity structure as either Newtonian or composite. Let the reader note that, as indicated in section 3, both of these formulations include a depth-dependent yield stress.",Journal of Geophysical Research
122 jadamec jgrb16995.pdf,discussion,25416,Discussion [ ] The results from the 3D models of the Alaska sub- 63 duction-transform system demonstrate the ranges in mantle velocities that can be produced assuming an experimentally determined flow law for olivine and a realistic slab geometry and density structure. The results show larger velocity ran- ges as well as sharper velocity gradients in models using the composite viscosity formulation. The maximum mantle velocity predicted by the 3D models of the Alaska subduc- tion-transform syste,Journal of Geophysical Research
122 jadamec jgrb16995.pdf,conclusions,3843,"Conclusions [ ] We have constructed 3D instantaneous regional 83 models of the eastern Alaska subduction-transform plate boundary system to investigate the role of slab geometry and rheology on the decoupling of mantle flow from surface plate motion, in terms of both direction and magnitude, at subduction zones. The 3D models use a subducting plate geometry based on Wadati-Benioff zone seismicity and seismic tomography and a 3D thermal structure for both the subducting and overriding plates, con",Journal of Geophysical Research
122 jadamec jgrb16995.pdf,references,5622,"References Abt, D. L., K. M. Fischer, G. A. Abers, W. Strauch, J. M. Protti, and V. Gonzalez (2009), Shear wave anisotropy beneath Nicaragua and Costa Rica: Implications for flow in the mantle wedge, Geochem. Geophys. Geosyst. , 10 , Q05S15, doi:10.1029/2009GC002375. Abt, D. L., K. M. Fischer, G. A. Abers, M. Protti, V. Gonzalez, and W. Strauch (2010), Constraints from upper mantle anisotropy surround- ing the Cocos slab from SK(K)S splitting, J. Geophys. Res. , 115 , B06316, doi:10.1029/2009JB0",Journal of Geophysical Research
122 jadamec jgrb16995.pdf,x.other.,2165,"The role of rheology and slab shape on rapid mantle flow: Three-dimensional numerical models of the Alaska slab edge 1,2 1 M. A. Jadamec and M. I. Billen Received 31 May 2011; revised 6 December 2011; accepted 8 December 2011; published 9 February 2012. Away from subduction zones, the surface motion of oceanic plates is well [ ] 1 correlated with mantle flow direction, as inferred from seismic anisotropy. However, this correlation breaks down near subduction zones, where shear wave splitting stu",Journal of Geophysical Research
142 kom jgrb16319.pdf,introduction,1463,"Introduction   [ ] The D layer atop the core mantle boundary is a 2 complex region of the Earth and is a focus of numerous seismic studies (for a review see, e.g., Wysession et al.   [1998]). Large scale (more than 1000 km) features in D are nearly the same in different tomographic models [e.g., Ritsema , 2005]. On a global scale the lowermost mantle   "" "" exhibits two large low S velocity regions or superplumes, one beneath the central Pacific and the other beneath the southern Atlantic and Afr",Journal of Geophysical Research
142 kom jgrb16319.pdf,b07312,4843,"B07312 4  layer at the base of the  1s)  S velocity in D , the waveform  SVdiff can  and  SVdiff splitting in an isotropic Earth, J. Geophys. Res. ,   2008]. Beyond the large scale features in D there are  numerous indications of smaller scale heterogeneities [e.g., Luo et al. , 2001; Garcia et al. , 2004; Krueger et al. , 1995], but the details of these features are less well constrained and often controversial [see, e.g., Stutzmann et al. , 2000].  [ ]D is not only laterally heterogeneous but ",Journal of Geophysical Research
142 kom jgrb16319.pdf,modeling.shdiff.and.svdiff,4260,"Modeling SHdiff and SVdiff [ ] To investigate the propagation of SVdiff and SHdiff in 6    a laterally heterogeneous D layer, we need to turn to a full waveform numerical modeling technique. To reach periods of a few seconds, we need a method that is both precise and able to handle very large numerical meshes of the Earth. In  the last decade, the spectral element method (SEM) has proven to be well adapted to our problem: it has been suc- cessfully applied to regional seismology [see, e.g., Liu ",Journal of Geophysical Research
142 kom jgrb16319.pdf,validation.of.the.method,3005,"Validation of the Method  [ ] Because we are going to study in detail some small 10 amplitude effects for velocity models whose differences are small from a numerical point of view (Â±3%), we want to make sure that our numerical code is reliable to model such effects. The SEM has been validated for global seismology down to periods of 10 to 15 seconds in many articles [e.g., Komatitsch and Tromp , 2002a, 2002b; Chaljub and Valette , 2004; Chaljub et al. , 2007] but because of the much shorter pe",Journal of Geophysical Research
142 kom jgrb16319.pdf,d.models,12560,"D Models [ ] We first explore the properties of diffracted wave 14   fields for a few 1 D models. The thickness of the D layer, in which the S wave velocity changes with a negligible gradient from 7.27 km/s at the top to 7.30 km/s at the bottom, is 149 km. We will analyze models with Â±3% and  Â±1% perturbations of the S and P wave speeds in D ,  respectively, and a model with a doubled D thickness - - (300 km instead of 149 km) and 3% and 1% perturbations  of the S and P wave speeds in D , resp",Journal of Geophysical Research
142 kom jgrb16319.pdf,models,6575,"Models [ ] We now consider models with velocities that differ 24 in the southern and northern hemispheres, each hemisphere  being similar to one of the 1 D models of the previous  section. We study models of D in which the northern hemisphere is a modified version of IASP91 (either faster or slower by 3% for the shear wave velocity) and the southern hemisphere corresponds to IASP91. Although such models  are very simple compared to the true heterogeneities of D  in the real Earth, the propagatio",Journal of Geophysical Research
142 kom jgrb16319.pdf,discussion.and.conclusions,10315,"Discussion and Conclusions  [ ] We have demonstrated that even in the 1 D isotropic 28 IASP91 model SVdiff may arrive later than SHdiff with a delay of a few seconds (Figure 3). This effect is also    observed in 1 D models with a high velocity D (Figure 5)   or a low velocity D with a doubled thickness (Figure 6b). The delay is always accompanied by a large amplitude decay of SVdiff as a function of epicentral distance. In the   low velocity D with a standard thickness, amplitude decay of SVdif",Journal of Geophysical Research
142 kom jgrb16319.pdf,references,4628,"References  Al Attar, D., and J. H. Woodhouse (2008), Calculation of seismic displace-  ment fields in self gravitating Earth models: Applications of minors vec- Â­ tors and symplectic structure, Geophys. J. Int. , 175 (3), 1176 1208, doi:10.1111/j.1365-246X.2008.03961.x.  Chaljub, E., and B. Valette (2004), Spectral element modelling of three  dimensional wave propagation in a self gravitating Earth with an arbi- Â­ trarily stratified outer core, Geophys. J. Int. , 158 , 131 141. Chaljub, E., D",Journal of Geophysical Research
142 kom jgrb16319.pdf,x.other.,1801,"Click Here for Full Article  SHdiff SVdiff splitting in an isotropic Earth 1,2 3 Dimitri Komatitsch, Lev P. Vinnik, and SÃ©bastien Chevrot Received 16 July 2009; revised 21 January 2010; accepted 9 March 2010; published 30 July 2010.  The vertically polarized SVdiff seismic phase sometimes arrives later than the [ ] 1  horizontally polarized SHdiff. Both phases propagate in the D mantle and the difference in their arrival times is usually interpreted in terms of seismic  anisotropy in D . Using ",Journal of Geophysical Research
170 matharu jgrb50813.pdf,introduction,1455,"1. Introduction The discovery of low-frequency earthquakes (LFEs) as a component of tectonic tremor presents a novel and unexplored means of studying local subduction zone structure. At the time that LFEs were originally discovered in SW Japan as discrete events on seismograms, their relation to episodic tremor and slip (ETS) had not yet been ascertained [ Nishide et al. , 2000; Beroza and Ide , 2011]. Later work using network correla- tion methods showed that tectonic tremor can be considered a",Journal of Geophysical Research
170 matharu jgrb50813.pdf,elastic.anisotropy,1395,"1.1. Elastic Anisotropy Elastic anisotropy refers to the property of a medium whereby the velocity of a seismic wave depends on its direction of propagation and polarization. As a linearly polarized S -wave enters an anisotropic medium it is usually split into two quasi S -waves, qS and qS , that are orthogonal and have polarization directions 1 2 determined by the elastic properties of the medium. A commonly assumed form of anisotropy is transverse Journal of Geophysical Research: Solid Earth 1",Journal of Geophysical Research
170 matharu jgrb50813.pdf,prior.studies,3727,"1.2. Prior Studies The North American plate overrides the subducting Juan de Fuca plate in Cascadia and exhibits crustal anisotropy that has been documented in earlier S -wave splitting analyses of southern Vancouver Island [ Cassidy and Bostock , 1996; Currie et al. , 2001; Balfour et al. , 2012; Bostock and Christensen , 2012]. The origins of crustal anisotropy are often disputed but are generally ascribed to either stress-aligned fluid-saturated fractures [e.g., Crampin , 1994; Crampin and Pe",Journal of Geophysical Research
170 matharu jgrb50813.pdf,lfe.templates,5362,"2. LFE Templates An LFE template comprises high signal-to-noise ratio stacks of 100s to 1000s of repeating LFEs, occurring 2 within a highly localized ( 1km ) source region, for a suite of stations [ Royer and Bostock , 2013]. The LFE  templates [ Bostock et al. , 2012; Royer and Bostock , 2013] used in this study were generated using network correlation methods [ Shelly et al. , 2006; Brown et al. , 2008] on ETS episodes occurring in 2003 to 2013 along southern Vancouver Island over a set of se",Journal of Geophysical Research
170 matharu jgrb50813.pdf,methodology,1600,"3.1. Methodology   We perform a standard, two-parameter S -wave splitting analysis that searches for t and that minimize the  second eigenvalue of the covariance matrix for the shifted and rotated horizontal component seismo- 2 grams [ Silver and Chan , 1991]. This procedure serves to maximize the linearity of the particle motion thereby identifying the original, unsplit S waveform, assuming that the medium is adequately modeled by constant anisotropy. The eigenvector corresponding to the larges",Journal of Geophysical Research
170 matharu jgrb50813.pdf,if,341,"1. If , or t 0 lie within the 95% confidence level ( )of ( , t ) + = 0 0 2 m m 2  &gt;  2. t t , where t is an upper limit imposed based upon realistic expectations for measurements in m max max the region (set at 0.3 s) [e.g., Cassidy and Bostock , 1996; Currie et al. , 2001; Balfour et al. , 2012; Bostock and Christensen , 2012].        ",Journal of Geophysical Research
170 matharu jgrb50813.pdf,both,1390,"3. Both or and t 0 lie within 2 of ( , t ). + = 0 0 2 m m 2 The final criterion was chosen due to empirical evidence that showed measurements falling into this cate- gory consistently failed to follow expected splitting behavior. The 95% confidence levels and error estimates are computed assuming an F-distribution as specified by Silver and Chan [1991]. Walsh et al. [2013] demon- strated that portions of Silver and Chan [1991] formulation used to compute confidence intervals and standard errors ",Journal of Geophysical Research
170 matharu jgrb50813.pdf,results,4274,"3.2. Results A suite of 90 LFE templates representing a relatively uniform sampling of the tremor prone region are used to perform a splitting analysis over a group of 20 stations located on southern Vancouver Island (Figure 3). The complete analysis leads to 517 valid splitting measurements out of a potential 1800 source-receiver c(""Journal of Geophysical Research: Solid Earth"", ""10.1002/2014JB011321"", ""MATHARU ET AL."", ""Â©2014. American Geophysical Union. All Rights Reserved."", ""7064"") c(""Jour",Journal of Geophysical Research
170 matharu jgrb50813.pdf,delay.times,1562,"3.2.3. Delay Times Delay times across all stations and events vary between 0.05 and 0.3 s, whereas mean values over all stations vary between 0.1 and 0.21 s. We do not observe any systematic variation in delay time with back-azimuth (Figure 9), with the possible exception of station TWKB. Bostock and Christensen [2012] reported larger delay  .  times corresponding to northerly azimuths with an average t 0 22 s, as opposed to an average t = = . 0 07 s for events from southwestern azimuths; we obs",Journal of Geophysical Research
170 matharu jgrb50813.pdf,comparison.with.a.prior.forearc.study,6232,"3.3. Comparison With a Prior Forearc Study We herein refer to Balfour et al. [2012] as BCDM for brevity. We credit the somewhat complementary event distributions as the primary contributor to the discrepancies in splitting measurements between the two studies. LFE epicenters occur predominantly on mainland southern Vancouver Island and arrive with subvertical incidence angles, whereas BCDM epicenters tend to lie along the coasts and arrive with shal- lower incidence angles. Figure 3 is a represe",Journal of Geophysical Research
170 matharu jgrb50813.pdf,forward.modeling,888,"4. Forward Modeling We seek to test the validity of the assertion that crustal anisotropy in southern Vancouver Island is pri- marily a result of mineral orientation in metamorphic rocks. We employ the spectral element method to compute synthetic seismograms in 3-D anisotropic models [ Komatitsch and Tromp , 1999; Komatitsch et al. , 2000]. The spectral element method allows for accurate solutions to the full elastic wave equation with general anisotropy represented by 21 independent elastic con",Journal of Geophysical Research
170 matharu jgrb50813.pdf,initial.model.and.lfe.source,2372,"4.1. Initial Model and LFE Source  . We develop a regional mesh that encompasses the southern Vancouver Island region lying between 48 2    . . . and 48 8 latitude and - 123 0 and - 124 75 longitude and translates to a region of approximately 130 km Ã— 65 km in the E-W and N-S directions, respectively. The mesh extends to a depth of 50 km, enclos- ing the LFE distribution while maintaining a sufficient distance from the domain boundaries to mitigate the influence of boundary reflections. Absorbi",Journal of Geophysical Research
170 matharu jgrb50813.pdf,leech.river.complex.anisotropy.model,2496,"4.2. Leech River Complex Anisotropy Model We expand upon the premise discussed in Bostock and Christensen [2012] that crustal anisotropy in south- ern Vancouver Island is primarily a result of mineral orientation in the Leech River Complex. P -wave and S -wave velocities for a range of Leech River schist and phyllite samples demonstrate transverse isotropy with a symmetry axis perpendicular to their foliation and fast directions parallel to the foliation [ Bostock and Christensen , 2012]. We fir",Journal of Geophysical Research
170 matharu jgrb50813.pdf,preferred.model.and.results,5296,4.3. Preferred Model and Results A basic anisotropic model of a homogeneous block of horizontal transversely isotropic material with a symmetry axis oriented due north (E-W oriented foliation) is improved by iteratively increasing model com-  plexity to reduce discrepancies between observed and synthetic . At the first iteration we alter the Leech River Complex spatial geometry following the constraints established in section 4.2. In later iterations we include differing anisotropic orientations,Journal of Geophysical Research
170 matharu jgrb50813.pdf,northern.washington,1687,"5. Northern Washington Although our focus in this paper is to ascertain the nature of anisotropy below southern Vancouver Island, it will prove insightful in this respect to consider splitting measurements of LFE templates determined for stations immediately to the south below northern Washington state. LFE data for northern Washington were obtained using the same correlation methods used for southern Vancouver Island in section 2. For fur- ther details, the reader is referred to Royer and Bosto",Journal of Geophysical Research
170 matharu jgrb50813.pdf,extensive.dilatancy.anisotropy,5000,"6.1. Extensive Dilatancy Anisotropy The extensive dilatancy anisotropy concept posits that vertically aligned fluid-filled cracks are oriented  parallel or subparallel to the direction of maximum horizontal compressive stress ( ), thus generating Hmax c(""Journal of Geophysical Research: Solid Earth"", ""10.1002/2014JB011321"", ""Figure 12."", ""North Washington LFEs: Rose histograms of"", """", ""plotted at station locations. Green diamonds represent north-"", ""ern Washington LFE epicenters. Red arrows rep",Journal of Geophysical Research
170 matharu jgrb50813.pdf,mineral.preferred.orientation.of.the.leech.river.complex,6599,"6.2. Mineral-Preferred Orientation of the Leech River Complex We assert that the anisotropy we observe on mainland southern Vancouver Island is primarily a result of the preferred mineral orientation of highly anisotropic rocks from the Leech River Complex. The geology of the Leech River Complex suggests a model with horizontal transverse isotropy that adequately explains the observed splitting measurements. Considered to have accumulated during the late Mesozoic era, the Leech River Complex is ",Journal of Geophysical Research
170 matharu jgrb50813.pdf,mineral.preferred.orientation.of.the.olympic.peninsula,5821,"6.3. Mineral-Preferred Orientation of the Olympic Peninsula The core rocks of the Olympic peninsula (Figure 14) are composed of two major accretionary terranes; western core rocks are non-slaty and locally coherent, whereas the slaty eastern core rocks are pervasively sheared and exhibit well-developed slaty cleavage. The eastern core is predominantly composed of shale, sandstone, and siltstone that have been variously metamorphosed to slate, semischist, and phyllites. Core units form long irreg",Journal of Geophysical Research
170 matharu jgrb50813.pdf,summary,2110,7. Summary We have conducted a splitting analysis using LFE templates distributed on southern Vancouver Island and northern Washington and presented the associated fast directions and delay times. Pervasively foliated and vertically dipping schists and phyllites in the Leech River Complex lead to anisotropy generated by a transversely isotropic medium with a symmetry axis in the horizontal plane. Anisotropy observed at the majority of stations can be readily explained by anisotropy resulting fro,Journal of Geophysical Research
170 matharu jgrb50813.pdf,x.other.,1085,"of Leech River Complex material with varying orientation of anisotropy terminating at midcrustal levels Received 23 MAY 2014 explains the splitting observations at a majority of southern Vancouver Island stations. For stations where Accepted 10 AUG 2014 anisotropic Leech River Complex models do not recreate observations, fast directions are subparallel to Accepted article online 14 AUG 2014 local estimates of maximum compressive horizontal stress, suggesting that fluid-filled cracks could be a P",Journal of Geophysical Research
180 meng jgrb17044.pdf,introduction,916,"Introduction [ ] The M 7 earthquake that hit Haiti in January 2010 was 2 one of the most devastating natural disasters of the last decades. The disproportionate damage caused by this event and the prospect of future hazards in the region have prompted efforts to better understand its rupture process and the tectonics of the Northeast Caribbean, in particular the Enriquillo-Plantain-Garden fault (EPGF) and the surround- ing fault systems. Nettles and Hjorleifsdottir [2010] found that a composite ",Journal of Geophysical Research
180 meng jgrb17044.pdf,b04313,5250,"B04313 doi:10.1029/2011JB008702 , 2012 J. Geophys. Res. , 117 , B04313, doi:10.1029/ long-period teleseismic data. Using geodetic data, Calais et al. [2010] and Hashimoto et al. [2011] attributed the slip to two asperities on a previously unmapped fault in the Leogane delta, north from the EPGF. Based on the analysis of geodetic, geologic and teleseismic observa- tions, Hayes et al. [2010] also inferred rupture primarily on the blind Leogane fault, with a minor contribution on the EPGF. One poss",Journal of Geophysical Research
180 meng jgrb17044.pdf,vnsn.data..preprocessing..and.selection,5631,"VNSN Data, Preprocessing, and Selection [ ] Our array backprojection study of the 2010 Haiti event 6 is based on data recorded at regional distance by the Vene- zuela National Seismic Network (VNSN). The VNSN is composed of 22 broadband stations, oriented mainly east- west, located approximately 9.5 degrees from Haiti in the perpendicular direction to the EPGF strike (Figure 1). The VNSN has a suitable geometrical configuration and location to study large earthquake ruptures in the Caribbean reg",Journal of Geophysical Research
180 meng jgrb17044.pdf,for.regional.arrays,15652,"for Regional Arrays 3.1. Outline of the Method and Parameter Settings [ ] Here, we apply at regional distance a high-resolution 10 array analysis technique originally developed for a tele- seismic array study [ Meng et al. , 2011]. The method com- bines the multiple signal classification (MUSIC) array processing technique [ Schmidt , 1986; Goldstein and Archuleta , 1991; Guilbert et al. , 2005] with multitaper cross-spectrum estimation [ Thomson , 1982]. MUSIC was designed for high-resolution di",Journal of Geophysical Research
180 meng jgrb17044.pdf,earthquake.at.regional.distance,5223,"Earthquake at Regional Distance [ ] We first illustrate the accuracy of our method by an 18 analysis of the largest aftershock, a M 5.9 (NEIC) earthquake 9of 16 B04313 M 5.9). (a and b) MUSIC images from 30 s long Calais et al. , 2010]. (c) The projection on on 20 January 2010 (waveform shown in Figure 8). The backprojection of the MUSIC pseudospectrum into the source region is shown in map view in Figures 8a and 8b for two windows ending at t = 15 s and 30 s after the first arrival, respectivel",Journal of Geophysical Research
