paper,section_name,nchar,text,journal
111 hoinnk 9caa68591e024b88007ee62f35897ff0ab8c6b384d810e5270b22a44b2dc351c.pdf,s.imulat.ion.r.esul.ts,1881,"3 S IMULAT ION R ESUL TS with heat transport characteristics: 2-D simulations consistently un- derpredict velocities and surface heat flux, and overpredict internal 3.1 Diagnostics temperatures. Although the upwellings in 2-D represent sheets, they Fig. 2 summarizes how the diagnostic output quantities surface ve- are plumes in 3-D. The small 3-D geometry allows the sheets to locity, maximum velocity in the low-viscosity channel, heat flux and breakup sufficiently into plumes with a characterist",Geophysical Journal International
111 hoinnk 9caa68591e024b88007ee62f35897ff0ab8c6b384d810e5270b22a44b2dc351c.pdf,p.oiseuilleâ.couette.fl.o.w,99,4 P OISEUILLEÂ­COUETTE FL O W (lithosphere) velocity and bottom (core of convection cell) velocity.,Geophysical Journal International
111 hoinnk 9caa68591e024b88007ee62f35897ff0ab8c6b384d810e5270b22a44b2dc351c.pdf,in.the.a.sthenosphere,26410,"IN THE A STHENOSPHERE The magnitude of the Poiseuille flow component is given by 2 d d p 4.1 PoiseuilleÂ­Couette flow A = , D (2)  2 d x A The laterally averaged horizontal velocity profiles from our 3-D ge-  d p ometry simulations are shown in Fig. 3(a), where we have zoomed where is the horizontal pressure gradient and is the channel A d x into the region of the low-viscosity channel, that is the astheno- viscosity. The magnitude of the Couette flow component is given - sphere in Earth's terms",Geophysical Journal International
111 hoinnk 9caa68591e024b88007ee62f35897ff0ab8c6b384d810e5270b22a44b2dc351c.pdf,i.mplications.f.or.convection,96,5 I MPLICATIONS F OR CONVECTION between a sluggish and an active lid regime is wavelength depen-,Geophysical Journal International
111 hoinnk 9caa68591e024b88007ee62f35897ff0ab8c6b384d810e5270b22a44b2dc351c.pdf,on.eart.h,6762,"ON EART H dent. This opens the possibility that plate tectonics may operate in a Based on kinematic and energetic criteria, we have mapped two combination of active and sluggish lid convection, both in time due regimes that suggest a connection between solid-state flow in the to changes in convective wavelength and potentially in space due to asthenosphere and the relative strength of plate boundaries. We find variations in plate dimensions. that Poiseuille flow in the asthenosphere is connected",Geophysical Journal International
111 hoinnk 9caa68591e024b88007ee62f35897ff0ab8c6b384d810e5270b22a44b2dc351c.pdf,a.c.kno.wledgments,1358,"A C KNO WLEDGMENTS dence on internal heating and temperature-dependent rheology, Geophys. Res. Lett. , 32, L01301, doi:10.1029/2004GL021082. Authors thank Mark Richards for many discussions. Authors ac- Moresi, L. &amp; Gurnis, M., 1995. Constraints on the lateral strength of slabs knowledge Shijie Zhong and an anonymous reviewer for construc- from three-dimensional dynamic flow models, Earth planet. Sci. Lett., tive comments. This research was supported by NSF and in parts by 138, 15Â­28, doi:1",Geophysical Journal International
111 hoinnk 9caa68591e024b88007ee62f35897ff0ab8c6b384d810e5270b22a44b2dc351c.pdf,references,5573,"REFERENCES curve as a response to asthenospheric flow, Nature, (6395), 524Â­527. 359 Anderson, D.L. &amp; Sammis, C., 1970. Partial melting in the upper mantle, Nettles, M. &amp; DziewoÂ´nski, A.M., 2008. Radially anisotropic shear velocity Phys. Earth planet. Inter., 3, 41Â­50, doi:10.1016/0031-9201(70)90042-7. structure of the upper mantle globally and beneath North America, J. Anderson, D.L. &amp; Spetzler, H., 1970. Partial melting and the low-velocity geophys. Res. B02303, doi:10.1029/2006J",Geophysical Journal International
111 hoinnk 9caa68591e024b88007ee62f35897ff0ab8c6b384d810e5270b22a44b2dc351c.pdf,x.other.,263,"than previously envisioned. Key words: Planetary tectonics; Dynamics of lithosphere and mantle; Dynamics: convection currents, and mantle plumes; Rheology: crust and lithosphere; Rheology: mantle. viscosity structure of the oceanic lithosphereÂ­asthenosphere sys-",Geophysical Journal International
112 hoink c099664c5052a304076569e783059ace18e002336b91964764d5059c7721c986.pdf,i.ntr.o.duction,29286,1 I NTR O DUCTION 2001; Roberts &amp; Zhong 2006; Zhong et al. 2007; HÂ¨oink &amp; Lenardic The motion of lithospheric plates at Earth's surface is a result of 2010). This is of particular interest as seismological observations thermal convection in its rocky mantle (Turcotte &amp; Oxburgh 1967). show that the Earth's mantle is dominated by long-wavelength struc- Plate tectonics on Earth represents a convective regime in which in- ture (Su &amp; Dziewonski 1992). ternal convective motions extend,Geophysical Journal International
112 hoink c099664c5052a304076569e783059ace18e002336b91964764d5059c7721c986.pdf,numerical.simulations,14867,"3 NUMERICAL SIMULATIONS have difficulties in achieving long wavelength flow. The inclusions of a low-viscosity channel underneath the plate does allow for very In this section, we test the prediction of convective stress increase, large aspect ratio convection cells. This allows the presence of a due to a thin low-viscosity asthenosphere, using numerical simu- channel to favour the maintenance of plate boundaries by increas- lations that allow for a plate tectonic like mode of mantle convec- ing",Geophysical Journal International
112 hoink c099664c5052a304076569e783059ace18e002336b91964764d5059c7721c986.pdf,d.iscussion,9669,"4 D ISCUSSION viscosity contrast, the associated flow channelization changing the shear length scale, and the ability of the channel to allow for long Theoretical scaling relations and numerical simulations support the wavelength flow. idea that lithospheric stress levels are influenced by the thickness 2012 The Authors, GJI , 191, 30Â­41 C Geophysical Journal International 2012 RAS C c(""38"", ""T. HÂ¨oink, A. Lenardic and M. Richards"", ""Figure 4."", ""Azimuthally averaged profiles of temperature, v",Geophysical Journal International
112 hoink c099664c5052a304076569e783059ace18e002336b91964764d5059c7721c986.pdf,a.c.kno.wledgments,350,A C KNO WLEDGMENTS Computations were carried out on facilities at Rice University and at the National Energy Research Scientific Computing Cen- ter (NERSC) at Lawrence Berkeley National Laboratory. This work was funded by NSF grant EAR-0944156 and in part by the Cyber- infrastructure for Computational Research funded by NSF under Grant CNS-0821727.,Geophysical Journal International
112 hoink c099664c5052a304076569e783059ace18e002336b91964764d5059c7721c986.pdf,references,3163,"REFERENCES Ahmed, O. &amp; Lenardic, A., 2010. Low-viscosity channels and the stability of long wavelength convection, Phys. Earth planet. Inter., 179, 122Â­ 126, doi:10.1016/j.pepi.2010.01.008. Bercovici, D., Ricard, Y. &amp; Schubert, G., 2001. A two-phase model of compaction and damage, 3. Applications to shear localization and plate boundary formation, J. geophys. Res., 106 (B5), 8925Â­8940. Bercovici, D., 2003. The generation of plate tectonics from mantle convec- tion, Earth planet. Sci. L",Geophysical Journal International
112 hoink c099664c5052a304076569e783059ace18e002336b91964764d5059c7721c986.pdf,x.other.,302,"viscosity contrast from the asthenosphere to the mantle below. Key words: Mantle processes; Planetary tectonics; Dynamics of lithosphere and mantle; Dynamics: convection currents, and mantle plumes; Rheology: mantle; Planetary interiors. 1996,1997; Tackley 1996; Richards et al. 2001; Zhong &amp; Zuber",Geophysical Journal International
132 Geophys. J. Int.-2014-Kaneko-gji-ggu030.pdf,i.ntr.o.duction,5141,"1 I NTR O DUCTION motion simulations with stochastic techniques for quantification of Characterization of earthquake source parameters is important for seismic hazards (e.g. Graves et al. 2010 ). understanding the physics of source processes and seismic hazard. Stress drop is proportional to the ratio of total slip to rupture size. One of the key earthquake source parameters is the static stress drop Because the physical size of the source is typically inaccessible to  , that is, the difference ",Geophysical Journal International
132 Geophys. J. Int.-2014-Kaneko-gji-ggu030.pdf,c.ohesive.zone.model,96,2 C OHESIVE-ZONE MODEL c o from the low-frequency part of the spectra. Note that any uncertainty,Geophysical Journal International
132 Geophys. J. Int.-2014-Kaneko-gji-ggu030.pdf,of.a.c.ir.cular.fau.l.t,8839,"OF A C IR CULAR FAU L T  in Â¯ f , k or , is cubed when computing stress drop. c We consider a circular source of radius a embedded in an infinite A key issue is that the choice of k in eq. (2) depends on which  at University of California, Davis on July 10, 2015 homogeneous, isotropic elastic medium (Fig. 1 a). To create a source theoretical relationship is being used to relate corner frequency and model closely related to that of Madariaga ( 1976 ), we follow the source radius. Many investigat",Geophysical Journal International
132 Geophys. J. Int.-2014-Kaneko-gji-ggu030.pdf,far.field.bod.y.wave.radiations,7824,"3 FAR-FIELD BOD Y WAVE RADIATIONS = /  , 2 3 Radiated energy E E ( a ) (12) AND S PECTRA r d where non-dimensional variables are denoted by a prime. The phys- While far-field synthetic seismograms can be computed within the ical variables include the source radius a , the dynamic stress drop same numerical simulation used to generate the source model, that    ,the S -wave speed and the shear modulus . We assume that would require significantly more computational time and memory as  d  =  the Poi",Geophysical Journal International
132 Geophys. J. Int.-2014-Kaneko-gji-ggu030.pdf,freq.uencies.a.nd.sour.ce.radius,7348,"FREQ UENCIES A ND SOUR CE RADIUS previous section. Since the corner frequency is a function of the take-off angle, we V =  4.1 Cohesive-zone model with rupture speed 0.9 r compute the average Â¯ f over the focal sphere. For the model shown c in Fig. 4 (a), the spherical averages of the P and S corner frequencies The source model presented so far assumes the rate of frictional / / = are 0.38 a and 0.26 a , respectively, which are larger than those in weakening A 42. Increasing A generally results",Geophysical Journal International
132 Geophys. J. Int.-2014-Kaneko-gji-ggu030.pdf,d.iscussion,22972,"5 D ISCUSSION Infinite 0.37 We discuss uncertainties in estimation of stress drops and impli- 0.9 0.38 0.26 0.32 0.21 0.42 0.29 cations of the results for stress drops and other source parameters 0.8 0.35 0.26 0.39 0.28 0.7 0.32 0.26 0.36 0.27 reported in observational work.  at University of California, Davis on July 10, 2015 0.6 0.30 0.25 0.34 0.27 0.5 0.28 0.22 0.31 0.24 5.1 Comparison of the input and inferred source parameters function (14). To remedy this, we use 10-times-larger numerical ",Geophysical Journal International
132 Geophys. J. Int.-2014-Kaneko-gji-ggu030.pdf,c.oncl.usions,4373,"6 C ONCL USIONS function. Note that the spectral function of Brune ( 1970 ) has been used more often in observational studies where the spectra generally Using simulations of dynamic rupture and the representation theo- are rather noisy and difficult to fit with too many parameters (e.g. rem of Aki &amp; Richards ( 2002 ), we have analysed the behaviour of Prieto et al. 2004 ; Shearer et al. 2006 ). More stable results for f are source spectra derived from the cohesive-zone model of a radially c",Geophysical Journal International
132 Geophys. J. Int.-2014-Kaneko-gji-ggu030.pdf,a.c.kno.wledgements,2285,"A C KNO WLEDGEMENTS 1Â­21. 75, seism. Soc. Am., Bull. weakening friction law calculated by a boundary integral method, Andrews, D.J., 1985. Dynamic plane-strain shear rupture with a slip- Univ. Paris 7, Denis Diderot, Paris. PhD thesis, sÂ´eismes, stress drops were likely overestimated. Ampuero, J.-P., 2002. Etude physique et numÂ´erique de la nuclÂ´eation des not affected by the result of this study, the absolute levels of the doi:10.1029/2009JB005821. based on the Madariaga model reported in o",Geophysical Journal International
132 Geophys. J. Int.-2014-Kaneko-gji-ggu030.pdf,references,4020,"REFERENCES case, an application of the Madariaga model overestimates stress - Abercrombie, R.E., 1995. Earthquake source scaling relationships from 1  at University of California, Davis on July 10, 2015 drops by a factor of 1.7. As a result, the seismic radiation efficiency to 5 M using seismograms recorded at 2.5-km depth, J. geophys. Res., L is underestimated by the same factor. The ratio of the P -to- S corner 100 (B12), 24 015Â­24 036. frequencies is found to be 1.5, consistent with that of ",Geophysical Journal International
132 Geophys. J. Int.-2014-Kaneko-gji-ggu030.pdf,x.other.,181,Seismology Key words: Earthquake dynamics; Earthquake source observations; Dynamics and mechan- ics of faulting. GJI Stress drop is also used as a primary input parameter for ground,Geophysical Journal International
136 Kim_et_al-2011-Geophysical_Journal_International.pdf,i.ntr.o.duction,5634,"1 I NTR O DUCTION Seismology Estimating accurate earthquake source parameters is one of the most important tasks in modern seismology. Since the early 1980s, the global  Centroid-Moment Tensor (CMT) project (www.globalCMT.org) routinely determines earthquake source parameters for all M 5.5 global GJI w earthquakes (e.g. Dziewonski et al. 1981; EkstrÂ¨om 2007). At regional scales, body and surface waves are used to provide source parameters for intermediate earthquakes (e.g. Wallace et al. 1981; ",Geophysical Journal International
136 Kim_et_al-2011-Geophysical_Journal_International.pdf,a.djoint.centr.o.id.moment.tensor.i.nversion,21160,2 A DJOINT CENTR O ID-MOMENT TENSOR I NVERSION FrÂ´echet derivatives of misfit functions with respect to earthquake source parameters were derived previously for point-source (e.g. Tromp et al. 2005; Liu &amp; Tromp 2006; Tape et al. 2007) and finite-fault inversions (e.g. HjÂ¨orleifsdÂ´ottir 2007) based either on a Lagrange multiplier method or sourceÂ­receiver reciprocity. Here we introduce an alternative derivation in which the adjoint wavefield is naturally defined. 2.1 FrÂ´echet derivatives,Geophysical Journal International
136 Kim_et_al-2011-Geophysical_Journal_International.pdf,t.ime.reversal.ima.g.ing,3698,"3 T IME-REVERSAL IMA G ING   The goal of this section is to develop intuition for the the adjoint wavefield s and the associated adjoint strain tensor . In the vicinity of the original source, these quantities capture the characteristics of the event. To illustrate this, consider the hypothetical, azimuthally uniform sourceÂ­receiver configuration shown in Fig. 1. We use the 1-D model of Hadley &amp; Kanamori (1977), and compute 180 s SEM seismograms generated by 10 characteristic point-source e",Geophysical Journal International
136 Kim_et_al-2011-Geophysical_Journal_International.pdf,s.ynthetic.test,9661,"4 S YNTHETIC TEST = We test the conjugate-gradient adjoint sourceÂ­inversion algorithm for two southern California earthquakes, namely, the M 4.2 2001 w = September 9, Hollywood event and the M 5.4 2008 July 29, Chino Hills event (Fig. 1). Both earthquakes are well recorded by broad-band w SCSN seismometers and well positioned within the network. These events were previously studied based on different types of inversion schemes, including first-motion picks (Hauksson et al. 2002), body-wave inve",Geophysical Journal International
136 Kim_et_al-2011-Geophysical_Journal_International.pdf,a.djoint.moment..tensor.i.nversions,15979,"5 A DJOINT MOMENT -TENSOR I NVERSIONS In this section we use the adjoint CMT algorithm to determine source mechanisms for the 2001 Hollywood and 2008 Chino Hills earthquakes based on three-component broad-band data recorded by the SCSN. We deconvolve the instrument response from the data in the period range from 1 to 50 s. Using initial moment-tensor solutions provided by SCSN catalogue, we compute synthetic seismograms for the SCEC CVM-H6.2 model.  = Ã— - 6 For southern California earthquakes w",Geophysical Journal International
136 Kim_et_al-2011-Geophysical_Journal_International.pdf,c.oncl.usions,1469,"6 C ONCL USIONS We determine centroid-moment tensor solutions based on an adjoint method in combination with a non-linear conjugateÂ­gradient algorithm. We demonstrate the applicability of the method for the 2001 Hollywood and 2008 Chino Hills earthquakes, using the recent SCEC CVM- H6.2 southern California crustal model. In general, the computational cost of the adjoint CMT algorithm is less than or comparable to the traditional Hessian-based CMT inversion utilizing 3-D Green's functions. This ",Geophysical Journal International
136 Kim_et_al-2011-Geophysical_Journal_International.pdf,a.c.kno.wledgments,1439,"A C KNO WLEDGMENTS The numerical simulations for the time-reversal images of the source were performed on the Caltech Division of Geological &amp; Planetary Sciences Dell cluster. SEM simulations for the moment-tensor inversions are accomplished on the tightly coupled system (TCS) component of the Scinet Consortium. SciNet is funded by the Canada Foundation for Innovation (CFI) and by the Province of Ontario as well as the University of Toronto, Faculties of Arts and Science, Engineering and Med",Geophysical Journal International
136 Kim_et_al-2011-Geophysical_Journal_International.pdf,references,2764,"REFERENCES http://www.iris.edu/news/newsletter/vol7no1/page1.htm Chen, P., Zhao, L. &amp; Jordan, T.H., 2005. Finite-moment tensor of the 3 Hadley, D. &amp; Kanamori, H., 1977. Seismic structure of the Trans- September 2002 Yorba Linda earthquake, Bull. seism. Soc. Am., 95 (3), verse Ranges, California, Geol. Soc. Am. Bull., 88 (71009), 1469Â­ 1170Â­1180. 1478. Chen, P., Jordan, T.H. &amp; Zhao, L., 2010. Resolving fault plane ambiguity Hartzell, S.H. &amp; Heaton, T.H., 1983. Inversion of stron",Geophysical Journal International
136 Kim_et_al-2011-Geophysical_Journal_International.pdf,x.other.,185,and kinematic rupture inversions in 3-D earth models. Key words: Inverse theory; Earthquake dynamics; Earthquake source observations; Com- putational seismology; Theoretical seismology.,Geophysical Journal International
137 King_et_al-2010-Geophysical_Journal_International.pdf,i.ntr.o.duction,4856,"1 I NTR O DUCTION the potential feedback between rheology and adiabatic heating ( cf. As pressure increases through the mantle there is a corresponding Yuen et al. 1987). While there has been extensive benchmarking of increase in density due to self-compression. In a vigorously con- incompressible mantle convection codes (Blankenbach et al. 1989; vecting mantle, the rate at which mechanical energy is converted Travis et al. 1990; van Keken et al. 1997; Koglin et al. 2005; van into heat (i.e. vis",Geophysical Journal International
137 King_et_al-2010-Geophysical_Journal_International.pdf,e.q.uat.i.o.n.s,1036,"2E Q UAT I O N S values used in defining the reference state. From this reference state,  Â¯ = , -  Â¯ / we note that T (0 g T c ), which along with dropping While the general, dimensional equations for a compressible fluid r r p r   terms with and that c c , allows us to further simplify the and various simplifying approximations have been presented else- p p r energy eq. (10), where (e.g. Turcotte et al. 1974; Jarvis &amp; McKenzie 1980; Ita &amp; King 1994; Schubert et al. 2001; Leng &amp; Zh",Geophysical Journal International
137 King_et_al-2010-Geophysical_Journal_International.pdf,x.ala.,5149,"(ALA)  D u We non-dimensionalize the equations using the reference values =- + Â·  +  , P g (2)   D t for density, , thermal expansivity, , temperature contrast, T , r r r / thermal conductivity, k , heat capacity, c , once again assuming where P is the pressure, g is the gravity, D D t is the material r p    that c c depth of the fluid layer, L and viscosity, .The derivative, and is the deviatoric stress tensor given by, p p r r non-dimensionalization for velocity, u , pressure, p and time, t ,",Geophysical Journal International
137 King_et_al-2010-Geophysical_Journal_International.pdf,d.escription.of.the.benchmark,95,"3 D ESCRIPTION OF THE BENCHMARK is based on total temperature, while the VT and UM formulations",Geophysical Journal International
137 King_et_al-2010-Geophysical_Journal_International.pdf,pr.oblems,5837,"PR OBLEMS are based on potential temperature). Assessing whether of not this impacted the results from these codes was one of the objectives of The benchmark problems are an extension of the problems in the the benchmark project. Blankenbach et al. (1989) benchmark. We begin with a unit-aspect It is also worth pointing out that the reference state used here fails ratio domain, with free-slip top, bottom, and sides walls. The total  = = = = when T 0, leading to the non-sensible reference temperat",Geophysical Journal International
137 King_et_al-2010-Geophysical_Journal_International.pdf,d.escription.of.the.c.odes,3685,"4 D ESCRIPTION OF THE C ODES code Citcom (Moresi et al. 1996) with the compressible formu- Most of the codes here are based on incompressible versions that lation described in Tan &amp; Gurnis (2005, 2007). Streamline-upwind have been described in detail elsewhere. The description of the codes PetrovÂ­Galerkin elements (Hughes &amp; Brooks 1979; Hughes et al. here focuses on the modifications for compressible convection. For 1988) are used for energy equation, which is solved with a second- Comp",Geophysical Journal International
137 King_et_al-2010-Geophysical_Journal_International.pdf,r.esul.ts,24181,"5 R ESUL TS codes found steady, one-cell flows up to a Rayleigh number of Ã— = 6 5 10 for dissipation numbers 0.25 and 0.5. For Di 0.25 at We begin by illustrating the agreement of the codes using the BA, Ã— 5 6 Rayleigh numbers of 5 10 and 10 several of the codes found eqs (21), (22), (25) and (24). The difference between the Nu (eq. 26) steady two-cell solutions. Due to the inherent non-linearity of the and rms-velocity (eq. 27) for the six codes from a high-resolution equations it is sometime",Geophysical Journal International
137 King_et_al-2010-Geophysical_Journal_International.pdf,c.oncl.usions,3300,"6 C ONCL USIONS 75Â­99, ed. Tezduyar, T.E., ASME, New York. , pp. Vol. 95 Recent Developments in Computational Fluid Dynamics, The Galerkin/least-squares method for advective-diffusive equations, in Hughes, T.J.R., Franca, L.P. &amp; Hulbert, G.M., Johan, Z. &amp; Shakib, F., 1988. 1Â­60. 30, Comput. Phys., transition. J. of incompressible viscous flows by the penalty function formulation. to P2 with a small increase in Rayleigh number beyond the initial Hughes, T.J.R., Liu, W.K. &amp; Brooks, A",Geophysical Journal International
137 King_et_al-2010-Geophysical_Journal_International.pdf,a.c.kno.wledgments,391,A C KNO WLEDGMENTS We thank Magali Billen and an anonymous reviewer for their constructive comments. We thank CIG for support of the 2006 compressible convection workshop. We also acknowledge sup- port from NSF-IF-0317638 and NSF-EAR-0749708. N. Tosi ac- knowledges support from the European Commission through the Marie Curie Research Training Network `C2C' (contract MRTN- CT-2006-035957).,Geophysical Journal International
137 King_et_al-2010-Geophysical_Journal_International.pdf,references,6137,"REFERENCES Birch, F., 1952. Elasticity and constitution of the Earth's interior, J. geophys. Figure 16. Nusselt number (eq. 26) as a function of Rayleigh number for Res., 227Â­286. 57, constant viscosity ALA (UM, VT, CU) or TALA (CT, KS) calculations with = Blankenbach, B. et al. , 1989. A benchmark comparison for mantle convec- Di 0.25. The transition from steady state to periodic convection is a tion codes, Geophys. J. Int., 98, 23Â­38. classical bifurcation in a non-linear system. Due to the ",Geophysical Journal International
137 King_et_al-2010-Geophysical_Journal_International.pdf,x.other.,196,". Key words: Numerical solutions; Numerical approximations and analysis; Equations of state; Dynamics of lithosphere and mantle. effect of compressibility. However, this does not take into account",Geophysical Journal International
146 Kronbichler_et_al-2012-Geophysical_Journal_International.pdf,i.ntr.o.duction,3972,"1 I NTR O DUCTION early 1990s. For example, they use fixed meshes, low order finite Computer simulation has been an important tool in studying the elements, and--measured by today's standards--relatively simple Earth's mantle owing to its inaccessibility to direct measurements. solver and stabilization methods. Acknowledging the difficulty of Consequently, deriving mathematical models and their numeri- retrofitting existing codes to new mathematical methods, and with cal solution on computers ha",Geophysical Journal International
146 Kronbichler_et_al-2012-Geophysical_Journal_International.pdf,f.ormulat.ion.o.f.t.he.pr.oblem,9327,"2 F ORMULAT ION O F T HE PR OBLEM (ii) Accurate discretizations. The Boussinesq problem upon which most models for the Earth's mantle are based has a num- Convection processes in the Earth's mantle are well described by ber of intricacies that make the choice of discretization non-trivial. incompressible fluid flow driven by temperature-induced small den- In particular, the finite elements chosen for velocity and pressure sity differences. Since viscous friction forces in the fluid are large nee",Geophysical Journal International
146 Kronbichler_et_al-2012-Geophysical_Journal_International.pdf,numerical.methods,73485,"3 NUMERICAL METHODS To provide accurate convection dynamics, we approximate the Eqs (1)Â­(3) are not easy to solve numerically. To be efficient, an time dependency in the temperature eq. (3) using a second-order algorithm has to take into account a number of interconnected issues accurate implicit/explicit time stepping scheme based on the BDF- related to time stepping, spatial discretization and linear solvers, 2 scheme (Hairer &amp; Wanner 1991). This scheme is a good com- none of which can be",Geophysical Journal International
146 Kronbichler_et_al-2012-Geophysical_Journal_International.pdf,c.oncl.usions.and.o.utl.ook,3824,"5 C ONCL USIONS AND O UTL OOK code. The simulation of convection in the Earth's mantle is complicated Despite all this, the methods described here are not sufficient to by a host of problems related to the mathematical structure of the solve entirely realistic models. Specifically, there are at least three equations as well as of the disparity of the lengthscales implied obvious places where the simple Boussinesq model described in eqs (1)Â­(3) is not an adequate description of the real processe",Geophysical Journal International
146 Kronbichler_et_al-2012-Geophysical_Journal_International.pdf,a.c.kno.wledgments,2938,"A C KNO WLEDGMENTS WB would like to thank Scott King for insightful discussions on mantle convection and its simulation. The authors are also grateful for discussions with Magali Billen, Thomas Geenen, Eric Heien, Louise Kellogg, Shijie Zhong and others in the community. The first author was supported by the Graduate School in Mathe- matics and Computing (FMB) at Uppsala University, Sweden. The second and third authors are supported in part through the Com- putational Infrastructure in Geodynami",Geophysical Journal International
146 Kronbichler_et_al-2012-Geophysical_Journal_International.pdf,references,1249,"REFERENCES and the thermodynamically stable rock phase also affect the density. Ainsworth, M. &amp; Oden, J.T., 2000. A Posteriori Error Estimation in Finite Consequently, a realistic description needs to modify the continuity Element Analysis, John Wiley and Sons, New York, NY. Â·  =  =  equation (2) to read ( ) 0instead,where ( p , T ). A u Albers, M., 2000. A local mesh refinement multigrid method for 3-D con- simple linearization of this equation in the original set of variables vection prob",Geophysical Journal International
146 Kronbichler_et_al-2012-Geophysical_Journal_International.pdf,x.other.,235,"parallel runs. Key words: Numerical solutions; Numerical approximations and analysis; Non-linear differential equations; Dynamics: convection currents, and mantle plumes. in numerical methods that were state of the art in the 1980s and",Geophysical Journal International
